"RM","Year","Sum_days_rm_dry","Latitude","Longitude"
"107",2015,0,34.1561398,-106.8831366
"108",2013,0,34.16853118,-106.885648
"108",2008,0,34.16853118,-106.885648
"108",2003,0,34.16853118,-106.885648
"108",2004,21,34.16853118,-106.885648
"108",2007,0,34.16853118,-106.885648
"108",2010,0,34.16853118,-106.885648
"108",2009,0,34.16853118,-106.885648
"108",2006,0,34.16853118,-106.885648
"108",2016,0,34.16853118,-106.885648
"108",2011,0,34.16853118,-106.885648
"108",2017,0,34.16853118,-106.885648
"108",2018,0,34.16853118,-106.885648
"108",2012,0,34.16853118,-106.885648
"108",2014,0,34.16853118,-106.885648
"108",2015,0,34.16853118,-106.885648
"108",2005,0,34.16853118,-106.885648
"109",2010,0,34.17975393,-106.8842541
"109",2006,0,34.17975393,-106.8842541
"109",2014,0,34.17975393,-106.8842541
"109",2009,0,34.17975393,-106.8842541
"109",2008,0,34.17975393,-106.8842541
"109",2003,0,34.17975393,-106.8842541
"109",2013,0,34.17975393,-106.8842541
"109",2016,0,34.17975393,-106.8842541
"109",2015,0,34.17975393,-106.8842541
"109",2004,15,34.17975393,-106.8842541
"109",2005,0,34.17975393,-106.8842541
"109",2018,0,34.17975393,-106.8842541
"109",2011,0,34.17975393,-106.8842541
"109",2012,0,34.17975393,-106.8842541
"109",2007,0,34.17975393,-106.8842541
"109",2017,0,34.17975393,-106.8842541
"110",2003,0,34.1923662,-106.8860195
"110",2014,0,34.1923662,-106.8860195
"110",2008,0,34.1923662,-106.8860195
"110",2015,0,34.1923662,-106.8860195
"110",2012,0,34.1923662,-106.8860195
"110",2013,0,34.1923662,-106.8860195
"110",2016,0,34.1923662,-106.8860195
"110",2010,0,34.1923662,-106.8860195
"110",2005,0,34.1923662,-106.8860195
"110",2018,0,34.1923662,-106.8860195
"110",2004,5,34.1923662,-106.8860195
"110",2017,0,34.1923662,-106.8860195
"110",2006,0,34.1923662,-106.8860195
"110",2009,0,34.1923662,-106.8860195
"110",2011,0,34.1923662,-106.8860195
"110",2007,0,34.1923662,-106.8860195
"111",2014,0,34.2038681,-106.8881537
"111",2010,0,34.2038681,-106.8881537
"111",2012,0,34.2038681,-106.8881537
"111",2015,0,34.2038681,-106.8881537
"111",2004,2,34.2038681,-106.8881537
"111",2017,0,34.2038681,-106.8881537
"111",2003,0,34.2038681,-106.8881537
"111",2016,0,34.2038681,-106.8881537
"111",2011,0,34.2038681,-106.8881537
"111",2005,0,34.2038681,-106.8881537
"111",2008,0,34.2038681,-106.8881537
"111",2009,0,34.2038681,-106.8881537
"111",2006,0,34.2038681,-106.8881537
"111",2013,0,34.2038681,-106.8881537
"111",2007,0,34.2038681,-106.8881537
"111",2018,0,34.2038681,-106.8881537
"112",2004,2,34.21515507,-106.8862631
"112",2014,0,34.21515507,-106.8862631
"112",2009,0,34.21515507,-106.8862631
"112",2010,0,34.21515507,-106.8862631
"112",2003,0,34.21515507,-106.8862631
"112",2016,0,34.21515507,-106.8862631
"112",2017,0,34.21515507,-106.8862631
"112",2006,0,34.21515507,-106.8862631
"112",2005,0,34.21515507,-106.8862631
"112",2008,0,34.21515507,-106.8862631
"112",2018,0,34.21515507,-106.8862631
"112",2013,0,34.21515507,-106.8862631
"112",2012,0,34.21515507,-106.8862631
"112",2007,0,34.21515507,-106.8862631
"112",2015,0,34.21515507,-106.8862631
"112",2011,0,34.21515507,-106.8862631
"113",2016,0,34.22440535,-106.8942423
"113",2006,0,34.22440535,-106.8942423
"113",2007,0,34.22440535,-106.8942423
"113",2009,0,34.22440535,-106.8942423
"113",2003,0,34.22440535,-106.8942423
"113",2004,2,34.22440535,-106.8942423
"113",2010,0,34.22440535,-106.8942423
"113",2005,0,34.22440535,-106.8942423
"113",2015,0,34.22440535,-106.8942423
"113",2012,0,34.22440535,-106.8942423
"113",2011,0,34.22440535,-106.8942423
"113",2014,0,34.22440535,-106.8942423
"113",2017,0,34.22440535,-106.8942423
"113",2018,0,34.22440535,-106.8942423
"113",2013,0,34.22440535,-106.8942423
"113",2008,0,34.22440535,-106.8942423
"114",2006,0,34.23594998,-106.8987643
"114",2016,0,34.23594998,-106.8987643
"114",2018,0,34.23594998,-106.8987643
"114",2010,0,34.23594998,-106.8987643
"114",2014,0,34.23594998,-106.8987643
"114",2003,0,34.23594998,-106.8987643
"114",2008,0,34.23594998,-106.8987643
"114",2011,0,34.23594998,-106.8987643
"114",2013,0,34.23594998,-106.8987643
"114",2017,0,34.23594998,-106.8987643
"114",2015,0,34.23594998,-106.8987643
"114",2012,0,34.23594998,-106.8987643
"114",2009,0,34.23594998,-106.8987643
"114",2007,0,34.23594998,-106.8987643
"114",2005,0,34.23594998,-106.8987643
"114",2004,2,34.23594998,-106.8987643
"115",2013,0,34.24700975,-106.8987432
"115",2011,0,34.24700975,-106.8987432
"115",2016,0,34.24700975,-106.8987432
"115",2014,0,34.24700975,-106.8987432
"115",2005,0,34.24700975,-106.8987432
"115",2012,0,34.24700975,-106.8987432
"115",2010,0,34.24700975,-106.8987432
"115",2004,2,34.24700975,-106.8987432
"115",2008,0,34.24700975,-106.8987432
"115",2009,0,34.24700975,-106.8987432
"115",2003,0,34.24700975,-106.8987432
"115",2006,0,34.24700975,-106.8987432
"115",2007,0,34.24700975,-106.8987432
"115",2017,0,34.24700975,-106.8987432
"115",2015,0,34.24700975,-106.8987432
"115",2018,0,34.24700975,-106.8987432
"116",2010,0,34.25598455,-106.88731
"116",2010,0,34.25598455,-106.8902388
"116",2010,0,34.25604144,-106.88731
"116",2010,0,34.25604144,-106.8902388
"116",2007,0,34.25598455,-106.88731
"116",2007,0,34.25598455,-106.8902388
"116",2007,0,34.25604144,-106.88731
"116",2007,0,34.25604144,-106.8902388
"116",2009,0,34.25598455,-106.88731
"116",2009,0,34.25598455,-106.8902388
"116",2009,0,34.25604144,-106.88731
"116",2009,0,34.25604144,-106.8902388
"116",2011,0,34.25598455,-106.88731
"116",2011,0,34.25598455,-106.8902388
"116",2011,0,34.25604144,-106.88731
"116",2011,0,34.25604144,-106.8902388
"116",2008,0,34.25598455,-106.88731
"116",2008,0,34.25598455,-106.8902388
"116",2008,0,34.25604144,-106.88731
"116",2008,0,34.25604144,-106.8902388
"116",2014,0,34.25598455,-106.88731
"116",2014,0,34.25598455,-106.8902388
"116",2014,0,34.25604144,-106.88731
"116",2014,0,34.25604144,-106.8902388
"116",2004,3,34.25598455,-106.88731
"116",2004,3,34.25598455,-106.8902388
"116",2004,3,34.25604144,-106.88731
"116",2004,3,34.25604144,-106.8902388
"116",2005,0,34.25598455,-106.88731
"116",2005,0,34.25598455,-106.8902388
"116",2005,0,34.25604144,-106.88731
"116",2005,0,34.25604144,-106.8902388
"116",2003,2,34.25598455,-106.88731
"116",2003,2,34.25598455,-106.8902388
"116",2003,2,34.25604144,-106.88731
"116",2003,2,34.25604144,-106.8902388
"116",2013,0,34.25598455,-106.88731
"116",2013,0,34.25598455,-106.8902388
"116",2013,0,34.25604144,-106.88731
"116",2013,0,34.25604144,-106.8902388
"116",2018,0,34.25598455,-106.88731
"116",2018,0,34.25598455,-106.8902388
"116",2018,0,34.25604144,-106.88731
"116",2018,0,34.25604144,-106.8902388
"116",2015,0,34.25598455,-106.88731
"116",2015,0,34.25598455,-106.8902388
"116",2015,0,34.25604144,-106.88731
"116",2015,0,34.25604144,-106.8902388
"116",2016,0,34.25598455,-106.88731
"116",2016,0,34.25598455,-106.8902388
"116",2016,0,34.25604144,-106.88731
"116",2016,0,34.25604144,-106.8902388
"116",2012,0,34.25598455,-106.88731
"116",2012,0,34.25598455,-106.8902388
"116",2012,0,34.25604144,-106.88731
"116",2012,0,34.25604144,-106.8902388
"116",2017,0,34.25598455,-106.88731
"116",2017,0,34.25598455,-106.8902388
"116",2017,0,34.25604144,-106.88731
"116",2017,0,34.25604144,-106.8902388
"116",2006,0,34.25598455,-106.88731
"116",2006,0,34.25598455,-106.8902388
"116",2006,0,34.25604144,-106.88731
"116",2006,0,34.25604144,-106.8902388
"117",2015,0,34.25855357,-106.8734605
"117",2017,0,34.25855357,-106.8734605
"117",2014,0,34.25855357,-106.8734605
"117",2003,2,34.25855357,-106.8734605
"117",2008,0,34.25855357,-106.8734605
"117",2004,1,34.25855357,-106.8734605
"117",2009,0,34.25855357,-106.8734605
"117",2011,0,34.25855357,-106.8734605
"117",2013,0,34.25855357,-106.8734605
"117",2006,0,34.25855357,-106.8734605
"117",2016,0,34.25855357,-106.8734605
"117",2018,0,34.25855357,-106.8734605
"117",2007,0,34.25855357,-106.8734605
"117",2012,0,34.25855357,-106.8734605
"117",2005,0,34.25855357,-106.8734605
"117",2010,0,34.25855357,-106.8734605
"118",2009,0,34.26054066,-106.8617198
"118",2015,0,34.26054066,-106.8617198
"118",2014,0,34.26054066,-106.8617198
"118",2003,2,34.26054066,-106.8617198
"118",2017,0,34.26054066,-106.8617198
"118",2011,0,34.26054066,-106.8617198
"118",2013,0,34.26054066,-106.8617198
"118",2008,0,34.26054066,-106.8617198
"118",2016,0,34.26054066,-106.8617198
"118",2018,0,34.26054066,-106.8617198
"118",2007,0,34.26054066,-106.8617198
"118",2004,1,34.26054066,-106.8617198
"118",2010,0,34.26054066,-106.8617198
"118",2012,0,34.26054066,-106.8617198
"118",2006,0,34.26054066,-106.8617198
"118",2005,0,34.26054066,-106.8617198
"119",2011,0,34.27429349,-106.8576385
"119",2017,0,34.27429349,-106.8576385
"119",2016,0,34.27429349,-106.8576385
"119",2013,0,34.27429349,-106.8576385
"119",2009,0,34.27429349,-106.8576385
"119",2004,1,34.27429349,-106.8576385
"119",2015,0,34.27429349,-106.8576385
"119",2018,0,34.27429349,-106.8576385
"119",2003,1,34.27429349,-106.8576385
"119",2014,0,34.27429349,-106.8576385
"119",2010,0,34.27429349,-106.8576385
"119",2005,0,34.27429349,-106.8576385
"119",2008,0,34.27429349,-106.8576385
"119",2006,0,34.27429349,-106.8576385
"119",2007,0,34.27429349,-106.8576385
"119",2012,0,34.27429349,-106.8576385
"120",2006,0,34.28114203,-106.8412361
"120",2010,0,34.28114203,-106.8412361
"120",2009,0,34.28114203,-106.8412361
"120",2003,1,34.28114203,-106.8412361
"120",2004,1,34.28114203,-106.8412361
"120",2017,0,34.28114203,-106.8412361
"120",2005,0,34.28114203,-106.8412361
"120",2008,0,34.28114203,-106.8412361
"120",2016,0,34.28114203,-106.8412361
"120",2007,0,34.28114203,-106.8412361
"120",2014,0,34.28114203,-106.8412361
"120",2011,0,34.28114203,-106.8412361
"120",2015,0,34.28114203,-106.8412361
"120",2018,0,34.28114203,-106.8412361
"120",2013,0,34.28114203,-106.8412361
"120",2012,0,34.28114203,-106.8412361
"121",2008,0,34.29522919,-106.8431751
"121",2009,0,34.29522919,-106.8431751
"121",2004,1,34.29522919,-106.8431751
"121",2006,0,34.29522919,-106.8431751
"121",2005,0,34.29522919,-106.8431751
"121",2014,0,34.29522919,-106.8431751
"121",2016,0,34.29522919,-106.8431751
"121",2007,0,34.29522919,-106.8431751
"121",2012,0,34.29522919,-106.8431751
"121",2011,0,34.29522919,-106.8431751
"121",2003,1,34.29522919,-106.8431751
"121",2015,0,34.29522919,-106.8431751
"121",2013,0,34.29522919,-106.8431751
"121",2018,0,34.29522919,-106.8431751
"121",2017,0,34.29522919,-106.8431751
"121",2010,0,34.29522919,-106.8431751
"122",2003,1,34.30843206,-106.850945
"122",2006,0,34.30843206,-106.850945
"122",2008,0,34.30843206,-106.850945
"122",2014,0,34.30843206,-106.850945
"122",2004,1,34.30843206,-106.850945
"122",2007,0,34.30843206,-106.850945
"122",2011,0,34.30843206,-106.850945
"122",2017,0,34.30843206,-106.850945
"122",2009,0,34.30843206,-106.850945
"122",2010,0,34.30843206,-106.850945
"122",2012,0,34.30843206,-106.850945
"122",2018,0,34.30843206,-106.850945
"122",2005,0,34.30843206,-106.850945
"122",2015,0,34.30843206,-106.850945
"122",2013,0,34.30843206,-106.850945
"122",2016,0,34.30843206,-106.850945
"123",2008,0,34.32277139,-106.8556655
"123",2014,0,34.32277139,-106.8556655
"123",2006,0,34.32277139,-106.8556655
"123",2013,0,34.32277139,-106.8556655
"123",2012,0,34.32277139,-106.8556655
"123",2011,0,34.32277139,-106.8556655
"123",2009,0,34.32277139,-106.8556655
"123",2010,0,34.32277139,-106.8556655
"123",2004,1,34.32277139,-106.8556655
"123",2007,0,34.32277139,-106.8556655
"123",2005,0,34.32277139,-106.8556655
"123",2015,0,34.32277139,-106.8556655
"123",2016,0,34.32277139,-106.8556655
"123",2018,0,34.32277139,-106.8556655
"123",2017,0,34.32277139,-106.8556655
"123",2003,1,34.32277139,-106.8556655
"124",2010,0,34.33743223,-106.8603614
"124",2012,0,34.33743223,-106.8603614
"124",2014,0,34.33743223,-106.8603614
"124",2003,1,34.33743223,-106.8603614
"124",2015,0,34.33743223,-106.8603614
"124",2005,0,34.33743223,-106.8603614
"124",2016,0,34.33743223,-106.8603614
"124",2017,0,34.33743223,-106.8603614
"124",2006,0,34.33743223,-106.8603614
"124",2004,1,34.33743223,-106.8603614
"124",2018,0,34.33743223,-106.8603614
"124",2009,0,34.33743223,-106.8603614
"124",2011,0,34.33743223,-106.8603614
"124",2008,0,34.33743223,-106.8603614
"124",2007,0,34.33743223,-106.8603614
"124",2013,0,34.33743223,-106.8603614
"125",2015,0,34.3514649,-106.8546452
"125",2014,0,34.3514649,-106.8546452
"125",2009,0,34.3514649,-106.8546452
"125",2005,0,34.3514649,-106.8546452
"125",2017,0,34.3514649,-106.8546452
"125",2012,0,34.3514649,-106.8546452
"125",2003,1,34.3514649,-106.8546452
"125",2010,0,34.3514649,-106.8546452
"125",2016,0,34.3514649,-106.8546452
"125",2006,0,34.3514649,-106.8546452
"125",2008,0,34.3514649,-106.8546452
"125",2004,1,34.3514649,-106.8546452
"125",2018,0,34.3514649,-106.8546452
"125",2011,0,34.3514649,-106.8546452
"125",2013,0,34.3514649,-106.8546452
"125",2007,0,34.3514649,-106.8546452
"126",2003,1,34.36502523,-106.845808
"126",2009,0,34.36502523,-106.845808
"126",2012,0,34.36502523,-106.845808
"126",2006,0,34.36502523,-106.845808
"126",2008,0,34.36502523,-106.845808
"126",2014,0,34.36502523,-106.845808
"126",2017,0,34.36502523,-106.845808
"126",2011,0,34.36502523,-106.845808
"126",2013,0,34.36502523,-106.845808
"126",2005,0,34.36502523,-106.845808
"126",2018,0,34.36502523,-106.845808
"126",2016,0,34.36502523,-106.845808
"126",2010,0,34.36502523,-106.845808
"126",2015,0,34.36502523,-106.845808
"126",2004,1,34.36502523,-106.845808
"126",2007,0,34.36502523,-106.845808
"127",2012,0,34.37685,-106.8353219
"127",2003,1,34.37685,-106.8353219
"127",2006,0,34.37685,-106.8353219
"127",2008,0,34.37685,-106.8353219
"127",2005,0,34.37685,-106.8353219
"127",2011,0,34.37685,-106.8353219
"127",2009,0,34.37685,-106.8353219
"127",2010,0,34.37685,-106.8353219
"127",2007,0,34.37685,-106.8353219
"127",2014,0,34.37685,-106.8353219
"127",2018,0,34.37685,-106.8353219
"127",2015,0,34.37685,-106.8353219
"127",2013,0,34.37685,-106.8353219
"127",2017,0,34.37685,-106.8353219
"127",2004,1,34.37685,-106.8353219
"127",2016,0,34.37685,-106.8353219
"128",2012,0,34.38803856,-106.8283556
"128",2007,0,34.38803856,-106.8283556
"128",2010,0,34.38803856,-106.8283556
"128",2018,0,34.38803856,-106.8283556
"128",2006,0,34.38803856,-106.8283556
"128",2009,0,34.38803856,-106.8283556
"128",2017,0,34.38803856,-106.8283556
"128",2014,0,34.38803856,-106.8283556
"128",2011,0,34.38803856,-106.8283556
"128",2016,0,34.38803856,-106.8283556
"128",2003,0,34.38803856,-106.8283556
"128",2004,0,34.38803856,-106.8283556
"128",2005,0,34.38803856,-106.8283556
"128",2008,0,34.38803856,-106.8283556
"128",2013,0,34.38803856,-106.8283556
"128",2015,0,34.38803856,-106.8283556
"129",2010,0,34.39830466,-106.8162769
"129",2014,0,34.39830466,-106.8162769
"129",2009,0,34.39830466,-106.8162769
"129",2015,0,34.39830466,-106.8162769
"129",2003,0,34.39830466,-106.8162769
"129",2007,0,34.39830466,-106.8162769
"129",2012,0,34.39830466,-106.8162769
"129",2016,0,34.39830466,-106.8162769
"129",2006,0,34.39830466,-106.8162769
"129",2017,0,34.39830466,-106.8162769
"129",2011,0,34.39830466,-106.8162769
"129",2008,0,34.39830466,-106.8162769
"129",2018,0,34.39830466,-106.8162769
"129",2005,0,34.39830466,-106.8162769
"129",2013,0,34.39830466,-106.8162769
"129",2004,0,34.39830466,-106.8162769
"130",2010,0,34.40898756,-106.8040677
"130",2009,0,34.40898756,-106.8040677
"130",2016,0,34.40898756,-106.8040677
"130",2003,0,34.40898756,-106.8040677
"130",2011,0,34.40898756,-106.8040677
"130",2015,0,34.40898756,-106.8040677
"130",2006,0,34.40898756,-106.8040677
"130",2007,0,34.40898756,-106.8040677
"130",2014,0,34.40898756,-106.8040677
"130",2012,0,34.40898756,-106.8040677
"130",2018,0,34.40898756,-106.8040677
"130",2005,0,34.40898756,-106.8040677
"130",2017,0,34.40898756,-106.8040677
"130",2008,1,34.40898756,-106.8040677
"130",2013,0,34.40898756,-106.8040677
"130",2004,0,34.40898756,-106.8040677
"131",2009,0,34.42284946,-106.7996324
"131",2009,0,34.42284946,-106.8000704
"131",2009,0,34.41746167,-106.7996324
"131",2009,0,34.41746167,-106.8000704
"131",2005,0,34.42284946,-106.7996324
"131",2005,0,34.42284946,-106.8000704
"131",2005,0,34.41746167,-106.7996324
"131",2005,0,34.41746167,-106.8000704
"131",2011,0,34.42284946,-106.7996324
"131",2011,0,34.42284946,-106.8000704
"131",2011,0,34.41746167,-106.7996324
"131",2011,0,34.41746167,-106.8000704
"131",2013,0,34.42284946,-106.7996324
"131",2013,0,34.42284946,-106.8000704
"131",2013,0,34.41746167,-106.7996324
"131",2013,0,34.41746167,-106.8000704
"131",2015,0,34.42284946,-106.7996324
"131",2015,0,34.42284946,-106.8000704
"131",2015,0,34.41746167,-106.7996324
"131",2015,0,34.41746167,-106.8000704
"131",2003,0,34.42284946,-106.7996324
"131",2003,0,34.42284946,-106.8000704
"131",2003,0,34.41746167,-106.7996324
"131",2003,0,34.41746167,-106.8000704
"131",2014,0,34.42284946,-106.7996324
"131",2014,0,34.42284946,-106.8000704
"131",2014,0,34.41746167,-106.7996324
"131",2014,0,34.41746167,-106.8000704
"131",2012,0,34.42284946,-106.7996324
"131",2012,0,34.42284946,-106.8000704
"131",2012,0,34.41746167,-106.7996324
"131",2012,0,34.41746167,-106.8000704
"131",2006,0,34.42284946,-106.7996324
"131",2006,0,34.42284946,-106.8000704
"131",2006,0,34.41746167,-106.7996324
"131",2006,0,34.41746167,-106.8000704
"131",2016,0,34.42284946,-106.7996324
"131",2016,0,34.42284946,-106.8000704
"131",2016,0,34.41746167,-106.7996324
"131",2016,0,34.41746167,-106.8000704
"131",2017,0,34.42284946,-106.7996324
"131",2017,0,34.42284946,-106.8000704
"131",2017,0,34.41746167,-106.7996324
"131",2017,0,34.41746167,-106.8000704
"131",2010,0,34.42284946,-106.7996324
"131",2010,0,34.42284946,-106.8000704
"131",2010,0,34.41746167,-106.7996324
"131",2010,0,34.41746167,-106.8000704
"131",2004,0,34.42284946,-106.7996324
"131",2004,0,34.42284946,-106.8000704
"131",2004,0,34.41746167,-106.7996324
"131",2004,0,34.41746167,-106.8000704
"131",2007,0,34.42284946,-106.7996324
"131",2007,0,34.42284946,-106.8000704
"131",2007,0,34.41746167,-106.7996324
"131",2007,0,34.41746167,-106.8000704
"131",2008,1,34.42284946,-106.7996324
"131",2008,1,34.42284946,-106.8000704
"131",2008,1,34.41746167,-106.7996324
"131",2008,1,34.41746167,-106.8000704
"131",2018,0,34.42284946,-106.7996324
"131",2018,0,34.42284946,-106.8000704
"131",2018,0,34.41746167,-106.7996324
"131",2018,0,34.41746167,-106.8000704
"132",2017,0,34.43691196,-106.8022864
"132",2015,0,34.43691196,-106.8022864
"132",2005,0,34.43691196,-106.8022864
"132",2016,0,34.43691196,-106.8022864
"132",2014,0,34.43691196,-106.8022864
"132",2018,0,34.43691196,-106.8022864
"132",2013,0,34.43691196,-106.8022864
"132",2008,1,34.43691196,-106.8022864
"132",2006,0,34.43691196,-106.8022864
"132",2012,32,34.43691196,-106.8022864
"132",2007,0,34.43691196,-106.8022864
"132",2010,0,34.43691196,-106.8022864
"132",2011,0,34.43691196,-106.8022864
"132",2009,0,34.43691196,-106.8022864
"132",2004,9,34.43691196,-106.8022864
"132",2003,0,34.43691196,-106.8022864
"133",2014,0,34.45064912,-106.80242
"133",2005,0,34.45064912,-106.80242
"133",2017,0,34.45064912,-106.80242
"133",2013,23,34.45064912,-106.80242
"133",2010,0,34.45064912,-106.80242
"133",2008,1,34.45064912,-106.80242
"133",2015,0,34.45064912,-106.80242
"133",2018,2,34.45064912,-106.80242
"133",2004,9,34.45064912,-106.80242
"133",2012,89,34.45064912,-106.80242
"133",2009,0,34.45064912,-106.80242
"133",2007,0,34.45064912,-106.80242
"133",2006,0,34.45064912,-106.80242
"133",2003,0,34.45064912,-106.80242
"133",2011,0,34.45064912,-106.80242
"133",2016,0,34.45064912,-106.80242
"134",2013,18,34.46352291,-106.8002773
"134",2007,0,34.46352291,-106.8002773
"134",2012,89,34.46352291,-106.8002773
"134",2014,0,34.46352291,-106.8002773
"134",2010,0,34.46352291,-106.8002773
"134",2006,0,34.46352291,-106.8002773
"134",2017,0,34.46352291,-106.8002773
"134",2004,9,34.46352291,-106.8002773
"134",2011,0,34.46352291,-106.8002773
"134",2009,0,34.46352291,-106.8002773
"134",2015,0,34.46352291,-106.8002773
"134",2008,1,34.46352291,-106.8002773
"134",2005,0,34.46352291,-106.8002773
"134",2003,0,34.46352291,-106.8002773
"134",2018,2,34.46352291,-106.8002773
"134",2016,0,34.46352291,-106.8002773
"135",2016,0,34.47691237,-106.8034553
"135",2010,0,34.47691237,-106.8034553
"135",2009,0,34.47691237,-106.8034553
"135",2014,0,34.47691237,-106.8034553
"135",2015,0,34.47691237,-106.8034553
"135",2013,12,34.47691237,-106.8034553
"135",2012,85,34.47691237,-106.8034553
"135",2006,0,34.47691237,-106.8034553
"135",2005,0,34.47691237,-106.8034553
"135",2007,0,34.47691237,-106.8034553
"135",2008,0,34.47691237,-106.8034553
"135",2011,0,34.47691237,-106.8034553
"135",2003,0,34.47691237,-106.8034553
